path,brand,brand_id
processed_data/stanford_cars/images_processed/mercedes-benz/01182.jpg,mercedes-benz,33
processed_data/stanford_cars/images_processed/chevrolet/03666.jpg,chevrolet,9
processed_data/stanford_cars/images_processed/ford/05465.jpg,ford,17
processed_data/stanford_cars/images_processed/dodge/07656.jpg,dodge,12
processed_data/stanford_cars/images_processed/lamborghini/02657.jpg,lamborghini,27
processed_data/stanford_cars/images_processed/bmw/02087.jpg,bmw,5
processed_data/stanford_cars/images_processed/porsche/04811.jpg,porsche,38
processed_data/stanford_cars/images_processed/audi/05713.jpg,audi,3
processed_data/stanford_cars/images_processed/mercedes-benz/06130.jpg,mercedes-benz,33
processed_data/stanford_cars/images_processed/chevrolet/02212.jpg,chevrolet,9
processed_data/stanford_cars/images_processed/volvo/05438.jpg,volvo,48
processed_data/stanford_cars/images_processed/bmw/03298.jpg,bmw,5
processed_data/stanford_cars/images_processed/chevrolet/01397.jpg,chevrolet,9
processed_data/stanford_cars/images_processed/dodge/06086.jpg,dodge,12
processed_data/stanford_cars/images_processed/acura/04825.jpg,acura,0
processed_data/stanford_cars/images_processed/gmc/00834.jpg,gmc,19
processed_data/stanford_cars/images_processed/chevrolet/06361.jpg,chevrolet,9
processed_data/stanford_cars/images_processed/audi/04533.jpg,audi,3
processed_data/stanford_cars/images_processed/rolls-royce/06523.jpg,rolls-royce,40
processed_data/stanford_cars/images_processed/chevrolet/07261.jpg,chevrolet,9
processed_data/stanford_cars/images_processed/infiniti/06699.jpg,infiniti,23
processed_data/stanford_cars/images_processed/gmc/05883.jpg,gmc,19
processed_data/stanford_cars/images_processed/honda/07072.jpg,honda,20
processed_data/stanford_cars/images_processed/hyundai/07428.jpg,hyundai,22
processed_data/stanford_cars/images_processed/bmw/05275.jpg,bmw,5
processed_data/stanford_cars/images_processed/audi/04357.jpg,audi,3
processed_data/stanford_cars/images_processed/volkswagen/04780.jpg,volkswagen,47
processed_data/stanford_cars/images_processed/ford/03725.jpg,ford,17
