path,brand,brand_id
processed_data/car_brand_classification/images_processed/acura/Acura_MDX_2019_44_18_290_35_6_77_67_196_20_FWD_7_4_SUV_YPf.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_MDX_2019_44_18_290_35_6_77_67_196_20_FWD_7_4_SUV_yPQ.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_TLX_2015_31_17_200_24_4_73_57_190_24_FWD_5_4_4dr_oNw.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_RLX_2016_60_19_310_35_6_74_57_196_20_FWD_5_4_4dr_qFQ.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_RLX_2014_48_18_310_35_6_74_57_196_20_FWD_5_4_4dr_Njp.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_TLX_2020_33_17_200_24_4_73_57_190_23_FWD_5_4_4dr_Vxa.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_NSX_2020_157_19_570_35_6_76_47_176_21_AWD_2_2_2dr_Xrd.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_aWg.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_oeM.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_RDX_2014_35_18_270_35_6_73_66_183_19_AWD_5_4_SUV_Ojj.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_RLX_2020_61_19_370_35_6_74_57_198_28_AWD_5_4_4dr_VmB.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_TLX_2016_31_17_200_24_4_73_57_190_24_FWD_5_4_4dr_hbb.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_MDX_2019_44_18_290_35_6_77_67_196_20_FWD_7_4_SUV_FdQ.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_RDX_2019_39_19_270_20_4_74_65_186_21_AWD_5_4_SUV_Taw.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_onJ.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_LDK.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_RDX_2019_39_19_270_20_4_74_65_186_21_AWD_5_4_SUV_lhz.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_TLX_2019_33_17_200_24_4_73_57_191_23_FWD_5_4_4dr_QXU.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_RDX_2011_34_18_240_23_4_73_65_180_17_AWD_5_4_SUV_oCG.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_RDX_2020_39_19_270_20_4_74_65_186_21_AWD_5_4_SUV_sin.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_TLX_2015_31_17_200_24_4_73_57_190_24_FWD_5_4_4dr_rYY.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_RLX_2014_48_18_310_35_6_74_57_196_20_FWD_5_4_4dr_ayH.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_MDX_2019_44_18_290_35_6_77_67_196_20_FWD_7_4_SUV_ICZ.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_RLX_2017_65_19_370_35_6_74_57_196_29_AWD_5_4_4dr_RBi.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_geS.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_MDX_2012_43_18_300_37_6_78_68_191_16_AWD_7_4_SUV_ikU.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_Gzs.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_MDX_2019_44_18_290_35_6_77_67_196_20_FWD_7_4_SUV_Nhy.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_RDX_2019_39_19_270_20_4_74_65_186_21_AWD_5_4_SUV_EYX.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_NSX_2017_156_19_570_35_6_87_47_176_21_AWD_2_2_2dr_SWO.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_RDX_2019_39_19_270_20_4_74_65_186_21_AWD_5_4_SUV_gBp.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_ZRn.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_NSX_2017_156_19_570_35_6_87_47_176_21_AWD_2_2_2dr_IrC.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_RDX_2016_36_18_270_35_6_73_65_184_19_AWD_5_4_SUV_tUn.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_xpC.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_NSX_2020_157_19_570_35_6_76_47_176_21_AWD_2_2_2dr_HmN.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_NSX_2003_89_17_250_30_6_71_46_174_17_RWD_2_2_2dr_xYC.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_RLX_2016_60_19_310_35_6_74_57_196_20_FWD_5_4_4dr_Tmq.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_ILy.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_TLX_2019_33_17_200_24_4_73_57_191_23_FWD_5_4_4dr_NaP.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_TLX_2017_32_17_200_24_4_73_57_190_24_FWD_5_4_4dr_Dkx.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_MDX_2020_56_20_290_35_6_77_67_196_20_FWD_6_4_SUV_EkE.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_DyV.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_RDX_2020_39_19_270_20_4_74_65_186_21_AWD_5_4_SUV_gyo.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_MDX_2019_44_18_290_35_6_77_67_196_20_FWD_7_4_SUV_dDp.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_RuR.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_RDX_2019_39_19_270_20_4_74_65_186_21_AWD_5_4_SUV_UiH.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_vdo.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_MDX_2019_44_18_290_35_6_77_67_196_20_FWD_7_4_SUV_KxF.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_RDX_2012_34_18_240_23_4_73_65_182_17_AWD_5_4_SUV_eAc.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_RDX_2019_39_19_270_20_4_74_65_186_21_AWD_5_4_SUV_euz.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_RDX_2012_34_18_240_23_4_73_65_182_17_AWD_5_4_SUV_lEQ.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_RLX_2014_48_18_310_35_6_74_57_196_20_FWD_5_4_4dr_Zzc.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_RaS.jpg,acura,0
processed_data/car_brand_classification/images_processed/acura/Acura_NSX_2005_89_17_250_30_6_71_46_174_17_RWD_2_2_Convertible_zCk.jpg,acura,0
